============================================================
  GAME-THEORETIC FJSSP  -  DETAILED RUN LOG
  Instance : mk06   (group: brandimarte)
============================================================

Jobs (players)      : 10
Machines (resources): 15
Operations          : 150
Avg. flexibility    : 3.27 machines/operation
Best-known makespan : 57

GAME-THEORY MODEL (a microeconomics view of FJSP)
-------------------------------------------------
  Player      : a job - the decision-maker
  Strategy    : its machine choice per operation + its dispatch positions
  Payoff      : U_i = 1/(1 + a*C_i + b*W_i + g*Conf_i + d*Cmax)  (higher = better)
  Game        : all jobs competing for the shared machines
  Solution    : the decoded schedule once every job fixes its strategy
  Equilibrium : a stable schedule where no job can raise its payoff alone
Two jobs interact whenever their operations meet on the same machine: the
earlier one delays the other, so each job re-routes / re-sequences to raise
its OWN payoff, and the schedule settles at an equilibrium.

MODEL
-----
ONE payoff function. Each job is a self-interested player; machines are
shared resources the jobs compete for. Job i's payoff is
    U_i = 1 / ( 1 + a*C_i + b*W_i + g*Conf_i + d*Cmax )
with C_i = completion, W_i = waiting (= C_i - processing), Conf_i =
machine-conflict load (busier chosen machines cost more), and Cmax the
shared makespan that links each job's payoff to global quality. A schedule
is a Nash equilibrium when no job can raise U_i by changing its own
machine assignment or sequence position alone. The reported social
objective is the makespan Cmax.

Search (TWO-PLAYER INTERACTION FIRST):
Run 0 starts from a fully RANDOM profile; later runs are seeded by the
players' learned beliefs and greedy heuristics. Each step the two rival jobs
that share a critical machine PLAY THEIR 2-PLAYER GAME first - swapping order
or jointly re-routing to the joint best response that most lowers Cmax. A
single job acting ALONE is only a fallback, used when no rival pair can
improve. When neither helps, the profile is a Nash equilibrium; a RANDOM KICK
then perturbs it and the game is played again (iterated local search over
many runs). The single best run is reported below; one payoff drives all.

INITIAL RANDOM PROFILE (restart 0)
----------------------------------
Makespan of the first random assignment: 194
Initial machine choice per operation:
  J1: O(1,1)@M6 O(1,2)@M1 O(1,3)@M7 O(1,4)@M8 O(1,5)@M5 O(1,6)@M2 O(1,7)@M5 O(1,8)@M1 O(1,9)@M10 O(1,10)@M5 O(1,11)@M7 O(1,12)@M1 O(1,13)@M8 O(1,14)@M9 O(1,15)@M5
  J2: O(2,1)@M10 O(2,2)@M1 O(2,3)@M6 O(2,4)@M4 O(2,5)@M7 O(2,6)@M1 O(2,7)@M8 O(2,8)@M5 O(2,9)@M7 O(2,10)@M5 O(2,11)@M1 O(2,12)@M1 O(2,13)@M1 O(2,14)@M9 O(2,15)@M4
  J3: O(3,1)@M1 O(3,2)@M7 O(3,3)@M1 O(3,4)@M7 O(3,5)@M5 O(3,6)@M1 O(3,7)@M1 O(3,8)@M9 O(3,9)@M7 O(3,10)@M6 O(3,11)@M2 O(3,12)@M8 O(3,13)@M2 O(3,14)@M5 O(3,15)@M3
  J4: O(4,1)@M5 O(4,2)@M1 O(4,3)@M2 O(4,4)@M3 O(4,5)@M7 O(4,6)@M10 O(4,7)@M5 O(4,8)@M9 O(4,9)@M3 O(4,10)@M5 O(4,11)@M6 O(4,12)@M1 O(4,13)@M10 O(4,14)@M5 O(4,15)@M4
  J5: O(5,1)@M8 O(5,2)@M1 O(5,3)@M9 O(5,4)@M9 O(5,5)@M7 O(5,6)@M5 O(5,7)@M1 O(5,8)@M7 O(5,9)@M9 O(5,10)@M10 O(5,11)@M9 O(5,12)@M5 O(5,13)@M9 O(5,14)@M8 O(5,15)@M4
  J6: O(6,1)@M5 O(6,2)@M8 O(6,3)@M7 O(6,4)@M1 O(6,5)@M1 O(6,6)@M7 O(6,7)@M1 O(6,8)@M5 O(6,9)@M1 O(6,10)@M9 O(6,11)@M1 O(6,12)@M9 O(6,13)@M10 O(6,14)@M5 O(6,15)@M10
  J7: O(7,1)@M5 O(7,2)@M4 O(7,3)@M5 O(7,4)@M8 O(7,5)@M8 O(7,6)@M9 O(7,7)@M3 O(7,8)@M9 O(7,9)@M1 O(7,10)@M5 O(7,11)@M1 O(7,12)@M9 O(7,13)@M7 O(7,14)@M7 O(7,15)@M1
  J8: O(8,1)@M9 O(8,2)@M3 O(8,3)@M7 O(8,4)@M8 O(8,5)@M6 O(8,6)@M5 O(8,7)@M4 O(8,8)@M9 O(8,9)@M9 O(8,10)@M2 O(8,11)@M2 O(8,12)@M4 O(8,13)@M1 O(8,14)@M4 O(8,15)@M7
  J9: O(9,1)@M2 O(9,2)@M1 O(9,3)@M5 O(9,4)@M7 O(9,5)@M1 O(9,6)@M7 O(9,7)@M9 O(9,8)@M8 O(9,9)@M3 O(9,10)@M10 O(9,11)@M1 O(9,12)@M9 O(9,13)@M7 O(9,14)@M1 O(9,15)@M1
  J10: O(10,1)@M8 O(10,2)@M2 O(10,3)@M10 O(10,4)@M7 O(10,5)@M7 O(10,6)@M1 O(10,7)@M7 O(10,8)@M1 O(10,9)@M7 O(10,10)@M9 O(10,11)@M10 O(10,12)@M1 O(10,13)@M3 O(10,14)@M4 O(10,15)@M9

CRITICAL-PATH BEST-RESPONSE ITERATIONS (one row per accepted move)
Each row: the makespan-critical player re-routes or re-sequences a
critical operation, lowering the makespan.
-----------------------------------------------------------------
Iter   Run  Job   Action (critical-path deviation)               Cmax_old Cmax_new       SumC
-----------------------------------------------------------------------------------------------------
1      0    J9    reroute O(9,3)->M3 & swap O(9,3) ahead of ...       194      167       1474
2      0    J3    mutual reroute O(3,5)->M2, O(4,7)->M7               167      159       1388
3      0    J1    mutual reroute O(1,12)->M2, O(10,8)->M1             159      157       1372
4      0    J2    mutual reroute O(2,10)->M3, O(6,14)->M1             157      154       1316
5      0    J1    mutual reroute O(1,14)->M9, O(5,9)->M6              154      151       1286
6      0    J4    mutual reroute O(4,10)->M1, O(7,10)->M1             151      150       1209
7      0    J10   reroute O(10,11)->M1 & swap O(10,11) ahead...       150      144       1197
8      0    J2    mutual reroute O(2,13)->M1, O(7,15)->M9             144      144       1173
9      0    J1    mutual reroute O(1,11)->M7, O(10,7)->M5             144      142       1183
10     0    J1    mutual reroute O(1,8)->M5, O(6,7)->M1               142      139       1186
11     0    J2    mutual reroute O(2,15)->M9, O(8,12)->M7             139      136       1170
12     0    J10   reroute O(10,9)->M9 & swap O(10,9) ahead o...       136      135       1167
13     0    J1    mutual reroute O(1,14)->M3, O(2,14)->M6             135      135       1145
14     0    J1    mutual reroute O(1,10)->M5, O(6,8)->M3              135      133       1130
15     0    J2    mutual reroute O(2,15)->M9, O(6,10)->M6             133      131       1125
16     0    J9    reroute O(9,13)->M5 & swap O(9,13) ahead o...       131      130       1122
17     0    J10   reroute O(10,13)->M4 & swap O(3,15) ahead ...       130      128       1115
18     0    J4    mutual reroute O(4,9)->M9, O(6,8)->M5               156      151       1218
19     0    J9    reroute O(9,4)->M9 & swap O(9,4) ahead of ...       151      147       1207
20     0    J4    mutual reroute O(4,8)->M1, O(7,8)->M9               147      146       1197
21     0    J1    mutual reroute O(1,11)->M7, O(3,9)->M9              146      146       1163
22     0    J5    swap O(5,12) ahead of O(9,13) on M5                 146      144       1166
23     0    J4    mutual reroute O(4,5)->M4, O(8,3)->M3               144      140       1137
24     0    J6    reroute O(6,8)->M3 & swap O(6,8) ahead of ...       140      135       1090
25     0    J5    reroute O(5,9)->M7 & swap O(5,9) ahead of ...       135      129       1072
26     0    J1    mutual reroute O(1,13)->M8, O(5,14)->M1             129      125       1067
27     0    J1    mutual reroute O(1,7)->M6, O(5,3)->M9               125      125       1052
28     0    J6    swap O(9,10) ahead of O(6,15) on M10                125      124       1051
29     0    J6    reroute O(6,13)->M1 & swap O(9,10) ahead o...       124      123       1049
30     0    J1    mutual reroute O(1,14)->M9, O(9,9)->M8              123      122       1034
31     0    J1    mutual reroute O(1,15)->M5, O(3,14)->M1             122      122       1023
32     0    J1    mutual reroute O(1,13)->M10, O(9,9)->M8             122      122       1014
33     0    J9    reroute O(9,11)->M9 & swap O(9,11) ahead o...       122      121       1002
34     0    J1    mutual reroute O(1,11)->M7, O(2,9)->M3              121      117        967
35     0    J5    reroute O(5,10)->M1 & swap O(5,10) ahead o...       117      115        964
36     0    J10   reroute O(10,4)->M3 & swap O(10,4) ahead o...       115      113        952
37     0    J2    mutual reroute O(2,11)->M1, O(5,7)->M6              113      113        948
38     0    J8    reroute O(8,14): M4 -> M2                           113      113        942
39     0    J9    reroute O(9,15): M5 -> M1                           113      112        937
40     0    J5    reroute O(5,15): M4 -> M7                           112      108        932
41     0    J10   reroute O(10,15): M9 -> M1                          108      108        928
42     0    J1    mutual reroute O(1,8)->M2, O(5,6)->M2               108      108        915
43     0    J2    mutual reroute O(2,2)->M9, O(4,2)->M4               108      107        913
44     0    J2    mutual reroute O(2,7)->M8, O(8,4)->M1               107      107        907
45     0    J2    mutual reroute O(2,11)->M1, O(4,12)->M8             107      105        900
46     0    J3    mutual reroute O(3,13)->M9, O(8,14)->M2             105      102        892
47     0    J6    reroute O(6,13): M1 -> M10                          102      100        892
48     0    J10   reroute O(10,14): M4 -> M7                          100      100        885
49     0    J2    mutual reroute O(2,4)->M2, O(9,1)->M6               119      108        943
50     0    J9    reroute O(9,5)->M2 & swap O(9,5) ahead of ...       108      106        926
51     0    J6    reroute O(6,6)->M4 & swap O(10,5) ahead of...       106      105        935
52     0    J4    swap O(7,10) ahead of O(4,10) on M1                 105      104        913
53     0    J1    mutual reroute O(1,15)->M1, O(10,7)->M5             104      104        906
54     0    J1    mutual reroute O(1,14)->M3, O(8,9)->M9              104      103        906
55     0    J1    mutual reroute O(1,15)->M9, O(8,13)->M1             103      102        907
56     0    J9    reroute O(9,15): M1 -> M6                           102      102        904
57     0    J7    reroute O(7,12): M9 -> M2                           102      102        903
58     0    J3    mutual reroute O(3,14)->M6, O(6,11)->M8             102      102        899
59     0    J9    reroute O(9,10)->M1 & swap O(9,10) ahead o...       102      102        898
60     0    J1    mutual reroute O(1,15)->M1, O(6,12)->M9             102      100        891
61     0    J6    reroute O(6,9): M1 -> M10                           100      100        887
62     0    J4    mutual reroute O(4,3)->M10, O(9,1)->M7              127      108        977
63     0    J1    mutual reroute O(1,4)->M8, O(6,2)->M2               108      105        941
64     0    J10   reroute O(10,5)->M9 & swap O(10,5) ahead o...       105      104        930
65     0    J1    mutual reroute O(1,15)->M1, O(5,12)->M5             104      104        911
66     0    J3    mutual reroute O(3,12)->M10, O(1,13)->M8            104      103        905
67     0    J8    reroute O(8,15)->M5 & swap O(8,15) ahead o...       103      102        905
68     0    J1    mutual reroute O(1,11)->M4, O(7,13)->M5             102      101        910
69     0    J1    mutual reroute O(1,14)->M7, O(6,12)->M9             101       99        905
70     0    J1    mutual reroute O(1,11)->M4, O(4,15)->M10             99       99        900
71     0    J1    mutual reroute O(1,13)->M4, O(9,9)->M8               99       99        895
72     0    J4    mutual reroute O(4,11)->M7, O(8,5)->M6               99       99        893
73     0    J1    mutual reroute O(1,8)->M2, O(5,6)->M4                99       98        886
74     0    J10   reroute O(10,11): M1 -> M8                           98       98        884
75     0    J1    mutual reroute O(1,11)->M4, O(5,6)->M2               98       98        883
76     0    J10   reroute O(10,10)->M2 & swap O(2,15) ahead ...        98       98        881
77     0    J3    reroute O(3,15): M3 -> M7                            98       97        878
78     0    J1    mutual reroute O(1,15)->M1, O(5,14)->M8              97       97        876
79     0    J3    mutual reroute O(3,12)->M10, O(10,11)->M1           126      111        969
80     0    J1    mutual reroute O(1,7)->M6, O(2,8)->M5               111      106        910
81     0    J2    mutual reroute O(2,15)->M9, O(9,11)->M4             106      101        909
82     0    J10   reroute O(10,12)->M1 & swap O(10,12) ahead...       101       97        900
83     0    J4    mutual reroute O(4,4)->M2, O(7,6)->M9               139      121        991
84     0    J1    mutual reroute O(1,10)->M7, O(4,14)->M7             121      119       1014
85     0    J5    mutual reroute O(5,4)->M1, O(7,6)->M9               119      109        970
86     0    J8    reroute O(8,9)->M1 & swap O(6,12) ahead of...       109      107        962
87     0    J4    mutual reroute O(4,8)->M1, O(7,9)->M9               107      106        951
88     0    J1    mutual reroute O(1,14)->M9, O(7,14)->M4             106      106        935
89     0    J3    mutual reroute O(3,12)->M10, O(6,13)->M1            106      106        928
90     0    J6    reroute O(6,15)->M10 & swap O(6,15) ahead ...       106      106        924
91     0    J4    mutual reroute O(4,10)->M1, O(6,5)->M2              106      105        920
92     0    J3    mutual reroute O(3,4)->M4, O(6,3)->M7               105      105        908
93     0    J3    mutual reroute O(3,5)->M4, O(6,5)->M9               105      104        912
94     0    J6    mutual reroute O(6,9)->M9, O(3,7)->M1               104      104        898
95     0    J2    mutual reroute O(2,10)->M3, O(3,11)->M2             104      104        894
96     0    J7    mutual reroute O(7,4)->M8, O(3,1)->M1               104      104        868
97     0    J2    mutual reroute O(2,9)->M9, O(6,8)->M3               104      104        860
98     0    J1    mutual reroute O(1,11)->M7, O(8,7)->M10             104      104        856
99     0    J2    mutual reroute O(2,8)->M5, O(8,6)->M9               104      101        847
100    0    J1    mutual reroute O(1,10)->M7, O(4,11)->M6             101      101        838
101    0    J7    reroute O(7,13)->M7 & swap O(7,13) ahead o...       101      100        874
102    0    J1    mutual reroute O(1,12)->M3, O(10,10)->M9            100       97        872
103    0    J9    reroute O(9,10)->M1 & swap O(4,15) ahead o...        97       95        867
104    0    J3    mutual reroute O(3,15)->M3, O(8,12)->M7              95       95        862
105    0    J3    mutual reroute O(3,8)->M9, O(6,5)->M4                95       95        855
106    0    J9    reroute O(9,7): M9 -> M1                             95       95        847
107    0    J4    mutual reroute O(4,8)->M1, O(8,4)->M8                95       94        848
108    0    J2    mutual reroute O(2,11)->M9, O(6,11)->M1              94       94        838
109    0    J1    mutual reroute O(1,13)->M10, O(10,13)->M2           110      104        914
110    0    J6    mutual reroute O(6,7)->M1, O(9,5)->M5               104      103        909
111    0    J4    mutual reroute O(4,9)->M3, O(6,8)->M2               103      103        908
112    0    J1    mutual reroute O(1,3)->M1, O(6,1)->M7               103      103        907
113    0    J4    mutual reroute O(4,2)->M9, O(7,2)->M10              103       98        880
114    0    J4    mutual reroute O(4,7)->M5, O(9,5)->M4                98       96        858
115    0    J2    mutual reroute O(2,10)->M3, O(1,12)->M5              96       96        847
116    0    J2    mutual reroute O(2,9)->M9, O(4,10)->M1               96       96        846
117    0    J1    mutual reroute O(1,10)->M5, O(9,6)->M4              131      117        964
118    0    J2    reroute O(2,10)->M3 & swap O(2,10) ahead o...       117      113        909
119    0    J4    mutual reroute O(4,3)->M2, O(10,3)->M4              113      109        913
120    0    J1    mutual reroute O(1,3)->M2, O(6,1)->M7               109      107        927
121    0    J4    mutual reroute O(4,7)->M3, O(1,5)->M7               107      103        900
122    0    J9    reroute O(9,11)->M4 & swap O(9,11) ahead o...       103       96        870
123    0    J2    mutual reroute O(2,10)->M3, O(6,8)->M5               96       94        823
124    0    J1    mutual reroute O(1,13)->M10, O(9,11)->M9             94       91        820
125    0    J8    swap O(8,15) ahead of O(9,13) on M5                  91       90        810
126    0    J5    reroute O(5,14): M8 -> M2                            90       89        807
127    0    J9    reroute O(9,9): M8 -> M1                             89       89        804
128    0    J4    mutual reroute O(4,2)->M2, O(10,3)->M10             106      102        874
129    0    J4    mutual reroute O(4,9)->M7, O(5,5)->M5               102      102        866
130    0    J4    mutual reroute O(4,10)->M1, O(9,5)->M4              102       97        859
131    0    J2    mutual reroute O(2,12)->M1, O(9,9)->M2               97       94        846
132    0    J2    mutual reroute O(2,11)->M1, O(6,10)->M6              94       94        836
133    0    J1    mutual reroute O(1,10)->M5, O(4,14)->M7              94       94        826
134    0    J1    mutual reroute O(1,14)->M7, O(9,11)->M9              94       92        827
135    0    J4    mutual reroute O(4,11)->M6, O(6,10)->M2              92       91        834
136    0    J2    mutual reroute O(2,10)->M3, O(1,12)->M4              91       91        823
137    0    J6    swap O(7,15) ahead of O(6,12) on M9                  91       91        821
138    0    J10   reroute O(10,12)->M6 & swap O(1,15) ahead ...        91       91        819
139    0    J5    reroute O(5,10)->M1 & swap O(3,12) ahead o...        91       91        818
140    0    J9    reroute O(9,9): M2 -> M1                             91       90        818
141    0    J5    reroute O(5,13): M9 -> M2                            90       90        816
142    0    J1    mutual reroute O(1,3)->M9, O(4,3)->M2               104       99        843
143    0    J4    mutual reroute O(4,14)->M7, O(6,8)->M3               99       90        816
144    0    J1    mutual reroute O(1,11)->M4, O(7,13)->M7              90       89        812
145    0    J2    mutual reroute O(2,10)->M3, O(6,8)->M2               89       89        797
