============================================================
  GAME-THEORETIC FJSSP  -  DETAILED RUN LOG
  Instance : mk09   (group: brandimarte)
============================================================

Jobs (players)      : 20
Machines (resources): 10
Operations          : 240
Avg. flexibility    : 2.52 machines/operation
Best-known makespan : 307

GAME-THEORY MODEL (a microeconomics view of FJSP)
-------------------------------------------------
  Player      : a job - the decision-maker
  Strategy    : its machine choice per operation + its dispatch positions
  Payoff      : U_i = 1/(1 + a*C_i + b*W_i + g*Conf_i + d*Cmax)  (higher = better)
  Game        : all jobs competing for the shared machines
  Solution    : the decoded schedule once every job fixes its strategy
  Equilibrium : a stable schedule where no job can raise its payoff alone
Two jobs interact whenever their operations meet on the same machine: the
earlier one delays the other, so each job re-routes / re-sequences to raise
its OWN payoff, and the schedule settles at an equilibrium.

MODEL
-----
ONE payoff function. Each job is a self-interested player; machines are
shared resources the jobs compete for. Job i's payoff is
    U_i = 1 / ( 1 + a*C_i + b*W_i + g*Conf_i + d*Cmax )
with C_i = completion, W_i = waiting (= C_i - processing), Conf_i =
machine-conflict load (busier chosen machines cost more), and Cmax the
shared makespan that links each job's payoff to global quality. A schedule
is a Nash equilibrium when no job can raise U_i by changing its own
machine assignment or sequence position alone. The reported social
objective is the makespan Cmax.

Search (TWO-PLAYER INTERACTION FIRST):
Run 0 starts from a fully RANDOM profile; later runs are seeded by the
players' learned beliefs and greedy heuristics. Each step the two rival jobs
that share a critical machine PLAY THEIR 2-PLAYER GAME first - swapping order
or jointly re-routing to the joint best response that most lowers Cmax. A
single job acting ALONE is only a fallback, used when no rival pair can
improve. When neither helps, the profile is a Nash equilibrium; a RANDOM KICK
then perturbs it and the game is played again (iterated local search over
many runs). The single best run is reported below; one payoff drives all.

INITIAL RANDOM PROFILE (restart 0)
----------------------------------
Makespan of the first random assignment: 559
Initial machine choice per operation:
  J1: O(1,1)@M1 O(1,2)@M8 O(1,3)@M8 O(1,4)@M1 O(1,5)@M2 O(1,6)@M9 O(1,7)@M1 O(1,8)@M1 O(1,9)@M9 O(1,10)@M4 O(1,11)@M2 O(1,12)@M7
  J2: O(2,1)@M8 O(2,2)@M5 O(2,3)@M1 O(2,4)@M8 O(2,5)@M3 O(2,6)@M6 O(2,7)@M7 O(2,8)@M5 O(2,9)@M4 O(2,10)@M1 O(2,11)@M4 O(2,12)@M4 O(2,13)@M9
  J3: O(3,1)@M8 O(3,2)@M5 O(3,3)@M10 O(3,4)@M2 O(3,5)@M9 O(3,6)@M4 O(3,7)@M1 O(3,8)@M1 O(3,9)@M4 O(3,10)@M2 O(3,11)@M3
  J4: O(4,1)@M10 O(4,2)@M1 O(4,3)@M9 O(4,4)@M8 O(4,5)@M4 O(4,6)@M8 O(4,7)@M7 O(4,8)@M8 O(4,9)@M3 O(4,10)@M3 O(4,11)@M1
  J5: O(5,1)@M8 O(5,2)@M4 O(5,3)@M5 O(5,4)@M10 O(5,5)@M1 O(5,6)@M10 O(5,7)@M2 O(5,8)@M8 O(5,9)@M4 O(5,10)@M5 O(5,11)@M9 O(5,12)@M8 O(5,13)@M6 O(5,14)@M5
  J6: O(6,1)@M2 O(6,2)@M10 O(6,3)@M1 O(6,4)@M3 O(6,5)@M5 O(6,6)@M9 O(6,7)@M8 O(6,8)@M8 O(6,9)@M2 O(6,10)@M8 O(6,11)@M1
  J7: O(7,1)@M8 O(7,2)@M8 O(7,3)@M8 O(7,4)@M4 O(7,5)@M1 O(7,6)@M5 O(7,7)@M2 O(7,8)@M5 O(7,9)@M7 O(7,10)@M4 O(7,11)@M2 O(7,12)@M6 O(7,13)@M4 O(7,14)@M10
  J8: O(8,1)@M1 O(8,2)@M2 O(8,3)@M5 O(8,4)@M1 O(8,5)@M9 O(8,6)@M5 O(8,7)@M8 O(8,8)@M2 O(8,9)@M6 O(8,10)@M9 O(8,11)@M2 O(8,12)@M4 O(8,13)@M5
  J9: O(9,1)@M8 O(9,2)@M2 O(9,3)@M1 O(9,4)@M4 O(9,5)@M4 O(9,6)@M1 O(9,7)@M1 O(9,8)@M9 O(9,9)@M2 O(9,10)@M1 O(9,11)@M5
  J10: O(10,1)@M4 O(10,2)@M9 O(10,3)@M3 O(10,4)@M7 O(10,5)@M9 O(10,6)@M8 O(10,7)@M4 O(10,8)@M3 O(10,9)@M2 O(10,10)@M2 O(10,11)@M10 O(10,12)@M1
  J11: O(11,1)@M9 O(11,2)@M5 O(11,3)@M8 O(11,4)@M4 O(11,5)@M4 O(11,6)@M5 O(11,7)@M7 O(11,8)@M3 O(11,9)@M1 O(11,10)@M1
  J12: O(12,1)@M5 O(12,2)@M1 O(12,3)@M4 O(12,4)@M9 O(12,5)@M6 O(12,6)@M7 O(12,7)@M2 O(12,8)@M8 O(12,9)@M4 O(12,10)@M5 O(12,11)@M10
  J13: O(13,1)@M2 O(13,2)@M3 O(13,3)@M2 O(13,4)@M5 O(13,5)@M7 O(13,6)@M3 O(13,7)@M2 O(13,8)@M8 O(13,9)@M1 O(13,10)@M1 O(13,11)@M1
  J14: O(14,1)@M9 O(14,2)@M1 O(14,3)@M2 O(14,4)@M2 O(14,5)@M8 O(14,6)@M1 O(14,7)@M4 O(14,8)@M1 O(14,9)@M7 O(14,10)@M3
  J15: O(15,1)@M1 O(15,2)@M1 O(15,3)@M5 O(15,4)@M1 O(15,5)@M5 O(15,6)@M2 O(15,7)@M2 O(15,8)@M10 O(15,9)@M4 O(15,10)@M2 O(15,11)@M2 O(15,12)@M6
  J16: O(16,1)@M8 O(16,2)@M8 O(16,3)@M3 O(16,4)@M9 O(16,5)@M8 O(16,6)@M8 O(16,7)@M7 O(16,8)@M7 O(16,9)@M10 O(16,10)@M2 O(16,11)@M4 O(16,12)@M5 O(16,13)@M5 O(16,14)@M10
  J17: O(17,1)@M1 O(17,2)@M9 O(17,3)@M1 O(17,4)@M8 O(17,5)@M2 O(17,6)@M5 O(17,7)@M1 O(17,8)@M2 O(17,9)@M2 O(17,10)@M2 O(17,11)@M3 O(17,12)@M3 O(17,13)@M1
  J18: O(18,1)@M6 O(18,2)@M4 O(18,3)@M4 O(18,4)@M10 O(18,5)@M3 O(18,6)@M7 O(18,7)@M9 O(18,8)@M2 O(18,9)@M7 O(18,10)@M8 O(18,11)@M1
  J19: O(19,1)@M3 O(19,2)@M1 O(19,3)@M4 O(19,4)@M10 O(19,5)@M2 O(19,6)@M9 O(19,7)@M7 O(19,8)@M2 O(19,9)@M5 O(19,10)@M5 O(19,11)@M2 O(19,12)@M7 O(19,13)@M5
  J20: O(20,1)@M3 O(20,2)@M10 O(20,3)@M7 O(20,4)@M3 O(20,5)@M4 O(20,6)@M9 O(20,7)@M5 O(20,8)@M1 O(20,9)@M8 O(20,10)@M9 O(20,11)@M1 O(20,12)@M2 O(20,13)@M10

CRITICAL-PATH BEST-RESPONSE ITERATIONS (one row per accepted move)
Each row: the makespan-critical player re-routes or re-sequences a
critical operation, lowering the makespan.
-----------------------------------------------------------------
Iter   Run  Job   Action (critical-path deviation)               Cmax_old Cmax_new       SumC
-----------------------------------------------------------------------------------------------------
1      0    J13   mutual reroute O(13,9)->M5, O(20,11)->M2            559      510       8162
2      0    J3    mutual reroute O(3,1)->M6, O(2,4)->M5               510      487       7919
3      0    J15   mutual reroute O(15,2)->M9, O(2,3)->M2              487      479       7822
4      0    J10   mutual reroute O(10,6)->M7, O(7,2)->M8              479      473       7615
5      0    J6    mutual reroute O(6,10)->M7, O(14,5)->M8             473      461       7603
6      0    J7    mutual reroute O(7,3)->M5, O(16,5)->M8              461      453       7460
7      0    J20   mutual reroute O(20,12)->M3, O(8,11)->M2            453      452       7430
8      0    J20   mutual reroute O(20,10)->M9, O(2,13)->M5            452      448       7403
9      0    J12   mutual reroute O(12,11)->M10, O(16,14)->M2          448      447       7401
10     0    J14   swap O(14,5) ahead of O(6,8) on M8                  447      445       7374
11     0    J13   mutual reroute O(13,11)->M7, O(9,10)->M2            445      442       7354
12     0    J17   mutual reroute O(17,9)->M2, O(20,11)->M6            442      439       7318
13     0    J16   mutual reroute O(16,13)->M1, O(9,11)->M8            439      436       7309
14     0    J20   mutual reroute O(20,10)->M9, O(8,10)->M7            436      433       7303
15     0    J11   mutual reroute O(11,9)->M1, O(18,11)->M10           433      432       7267
16     0    J17   reroute O(17,11): M3 -> M4                          432      430       7263
17     0    J12   mutual reroute O(12,2)->M1, O(15,4)->M6             430      430       7211
18     0    J14   mutual reroute O(14,7)->M4, O(7,10)->M9             430      430       7171
19     0    J6    mutual reroute O(6,8)->M8, O(5,12)->M5              430      422       7116
20     0    J4    mutual reroute O(4,8)->M8, O(8,7)->M2               422      419       7098
21     0    J15   mutual reroute O(15,10)->M3, O(7,11)->M6            419      419       7057
22     0    J20   swap O(20,12) ahead of O(14,10) on M3               419      417       7055
23     0    J16   mutual reroute O(16,12)->M7, O(8,13)->M5            417      413       7036
24     0    J6    mutual reroute O(6,11)->M1, O(14,8)->M3             413      412       7029
25     0    J11   swap O(11,8) ahead of O(4,9) on M3                  412      407       6971
26     0    J9    mutual reroute O(9,4)->M4, O(5,9)->M5               463      412       6928
27     0    J16   mutual reroute O(16,13)->M1, O(9,10)->M2            412      407       6909
28     0    J16   mutual reroute O(16,2)->M1, O(4,4)->M8              425      419       6983
29     0    J11   swap O(11,6) ahead of O(5,14) on M5                 419      410       6986
30     0    J11   mutual reroute O(11,5)->M9, O(14,7)->M4             410      409       6942
31     0    J18   mutual reroute O(18,10)->M8, O(4,8)->M5             409      406       6955
32     0    J3    mutual reroute O(3,7)->M5, O(17,3)->M7              406      404       6897
33     0    J14   mutual reroute O(14,7)->M4, O(2,9)->M7              404      398       6829
34     0    J12   mutual reroute O(12,9)->M7, O(17,11)->M3            398      396       6807
35     0    J12   mutual reroute O(12,8)->M8, O(9,7)->M10             396      389       6769
36     0    J20   move O(20,12) to dispatch slot 208 (was 197)        389      386       6755
37     0    J3    swap O(3,11) ahead of O(11,8) on M3                 386      386       6741
38     0    J12   mutual reroute O(12,9)->M9, O(13,11)->M7            386      383       6733
39     0    J14   move O(14,10) to dispatch slot 240 (was 205)        383      382       6777
40     0    J13   mutual reroute O(13,10)->M1, O(11,10)->M4           382      382       6771
41     0    J5    move O(5,1) to dispatch slot 1 (was 7)              382      382       6699
42     0    J14   mutual reroute O(14,5)->M8, O(19,9)->M2             432      409       6959
43     0    J5    mutual reroute O(5,14)->M5, O(1,8)->M1              409      404       6970
44     0    J11   mutual reroute O(11,10)->M1, O(16,11)->M4           404      402       6966
45     0    J11   mutual reroute O(11,8)->M3, O(15,10)->M2            402      401       6898
46     0    J14   mutual reroute O(14,7)->M4, O(2,11)->M3             401      400       6883
47     0    J7    mutual reroute O(7,14)->M10, O(9,7)->M2             465      430       7000
48     0    J11   mutual reroute O(11,3)->M2, O(14,5)->M6             430      410       6680
49     0    J4    mutual reroute O(4,11)->M1, O(9,6)->M7              410      400       6646
50     0    J7    mutual reroute O(7,14)->M10, O(12,11)->M2           400      396       6648
51     0    J16   mutual reroute O(16,6)->M6, O(1,3)->M8              396      391       6638
52     0    J11   mutual reroute O(11,3)->M6, O(17,5)->M8             391      384       6595
53     0    J2    mutual reroute O(2,12)->M4, O(8,12)->M1             384      377       6592
54     0    J10   mutual reroute O(10,10)->M3, O(16,8)->M5            377      377       6397
55     0    J7    swap O(7,1) ahead of O(5,1) on M8                   377      377       6392
56     0    J16   reroute O(16,12): M7 -> M5                          377      376       6386
57     0    J16   mutual reroute O(16,11)->M4, O(7,13)->M7            376      374       6384
58     0    J13   mutual reroute O(13,10)->M1, O(8,12)->M3            374      374       6349
59     0    J5    reroute O(5,10): M5 -> M10                          374      374       6312
60     0    J16   reroute O(16,14): M2 -> M5                          374      373       6309
61     0    J12   mutual reroute O(12,11)->M2, O(9,9)->M9             373      373       6297
62     0    J7    reroute O(7,14): M10 -> M2                          373      373       6295
63     0    J7    mutual reroute O(7,4)->M4, O(18,3)->M5              430      406       6956
64     0    J20   swap O(20,6) ahead of O(11,5) on M9                 406      398       6855
65     0    J20   swap O(20,6) ahead of O(5,11) on M9                 398      393       6830
66     0    J7    swap O(7,4) ahead of O(10,7) on M4                  393      391       6790
67     0    J12   mutual reroute O(12,11)->M2, O(9,9)->M9             391      391       6768
68     0    J15   mutual reroute O(15,10)->M3, O(8,12)->M7            391      391       6763
69     0    J3    swap O(3,11) ahead of O(15,10) on M3                391      391       6720
70     0    J20   mutual reroute O(20,7)->M5, O(5,12)->M8             391      391       6682
71     0    J10   mutual reroute O(10,7)->M4, O(3,9)->M5              391      390       6651
72     0    J5    swap O(5,11) ahead of O(20,6) on M9                 390      389       6570
73     0    J11   mutual reroute O(11,5)->M9, O(6,11)->M1             389      389       6477
74     0    J2    reroute O(2,11): M4 -> M1                           389      387       6535
75     0    J2    mutual reroute O(2,10)->M1, O(13,9)->M5             387      380       6522
76     0    J9    mutual reroute O(9,10)->M2, O(7,14)->M10            380      380       6519
77     0    J17   swap O(17,5) ahead of O(6,8) on M8                  441      420       6752
78     0    J9    mutual reroute O(9,7)->M8, O(12,11)->M10            420      411       6725
79     0    J11   mutual reroute O(11,10)->M1, O(1,10)->M4            411      401       6715
80     0    J11   mutual reroute O(11,8)->M3, O(4,10)->M7             401      398       6706
81     0    J2    mutual reroute O(2,13)->M5, O(17,11)->M3            398      396       6701
82     0    J7    mutual reroute O(7,6)->M2, O(5,9)->M5               396      396       6674
83     0    J18   mutual reroute O(18,9)->M2, O(11,7)->M7             396      396       6648
84     0    J5    swap O(5,14) ahead of O(1,7) on M1                  396      396       6632
85     0    J16   swap O(16,1) ahead of O(7,2) on M8                  396      396       6631
86     0    J16   swap O(16,5) ahead of O(17,4) on M8                 396      393       6604
87     0    J2    swap O(2,10) ahead of O(11,9) on M1                 393      393       6578
88     0    J5    mutual reroute O(5,11)->M7, O(11,5)->M8             393      390       6539
89     0    J1    swap O(1,3) ahead of O(17,4) on M8                  390      390       6532
90     0    J9    reroute O(9,9): M2 -> M9                            390      390       6526
91     0    J2    mutual reroute O(2,12)->M4, O(9,5)->M5              418      405       6677
92     0    J2    mutual reroute O(2,11)->M7, O(9,4)->M4              405      402       6661
93     0    J7    mutual reroute O(7,14)->M10, O(9,10)->M2            402      397       6655
