============================================================
  GAME-THEORETIC FJSSP  -  DETAILED RUN LOG
  Instance : mk03   (group: brandimarte)
============================================================

Jobs (players)      : 15
Machines (resources): 8
Operations          : 150
Avg. flexibility    : 3.01 machines/operation
Best-known makespan : 204

GAME-THEORY MODEL (a microeconomics view of FJSP)
-------------------------------------------------
  Player      : a job - the decision-maker
  Strategy    : its machine choice per operation + its dispatch positions
  Payoff      : U_i = 1/(1 + a*C_i + b*W_i + g*Conf_i + d*Cmax)  (higher = better)
  Game        : all jobs competing for the shared machines
  Solution    : the decoded schedule once every job fixes its strategy
  Equilibrium : a stable schedule where no job can raise its payoff alone
Two jobs interact whenever their operations meet on the same machine: the
earlier one delays the other, so each job re-routes / re-sequences to raise
its OWN payoff, and the schedule settles at an equilibrium.

MODEL
-----
ONE payoff function. Each job is a self-interested player; machines are
shared resources the jobs compete for. Job i's payoff is
    U_i = 1 / ( 1 + a*C_i + b*W_i + g*Conf_i + d*Cmax )
with C_i = completion, W_i = waiting (= C_i - processing), Conf_i =
machine-conflict load (busier chosen machines cost more), and Cmax the
shared makespan that links each job's payoff to global quality. A schedule
is a Nash equilibrium when no job can raise U_i by changing its own
machine assignment or sequence position alone. The reported social
objective is the makespan Cmax.

Search (TWO-PLAYER INTERACTION FIRST):
Run 0 starts from a fully RANDOM profile; later runs are seeded by the
players' learned beliefs and greedy heuristics. Each step the two rival jobs
that share a critical machine PLAY THEIR 2-PLAYER GAME first - swapping order
or jointly re-routing to the joint best response that most lowers Cmax. A
single job acting ALONE is only a fallback, used when no rival pair can
improve. When neither helps, the profile is a Nash equilibrium; a RANDOM KICK
then perturbs it and the game is played again (iterated local search over
many runs). The single best run is reported below; one payoff drives all.

INITIAL RANDOM PROFILE (restart 0)
----------------------------------
Makespan of the first random assignment: 351
Initial machine choice per operation:
  J1: O(1,1)@M5 O(1,2)@M3 O(1,3)@M7 O(1,4)@M5 O(1,5)@M5 O(1,6)@M5 O(1,7)@M5 O(1,8)@M1 O(1,9)@M5 O(1,10)@M6
  J2: O(2,1)@M3 O(2,2)@M1 O(2,3)@M4 O(2,4)@M2 O(2,5)@M4 O(2,6)@M7 O(2,7)@M4 O(2,8)@M2 O(2,9)@M1 O(2,10)@M7
  J3: O(3,1)@M5 O(3,2)@M5 O(3,3)@M3 O(3,4)@M6 O(3,5)@M4 O(3,6)@M7 O(3,7)@M3 O(3,8)@M5 O(3,9)@M1 O(3,10)@M4
  J4: O(4,1)@M4 O(4,2)@M5 O(4,3)@M3 O(4,4)@M1 O(4,5)@M6 O(4,6)@M7 O(4,7)@M5 O(4,8)@M3 O(4,9)@M1 O(4,10)@M5
  J5: O(5,1)@M7 O(5,2)@M8 O(5,3)@M5 O(5,4)@M4 O(5,5)@M2 O(5,6)@M3 O(5,7)@M5 O(5,8)@M5 O(5,9)@M3 O(5,10)@M2
  J6: O(6,1)@M4 O(6,2)@M6 O(6,3)@M4 O(6,4)@M3 O(6,5)@M2 O(6,6)@M8 O(6,7)@M4 O(6,8)@M8 O(6,9)@M6 O(6,10)@M5
  J7: O(7,1)@M8 O(7,2)@M8 O(7,3)@M2 O(7,4)@M1 O(7,5)@M7 O(7,6)@M3 O(7,7)@M5 O(7,8)@M6 O(7,9)@M4 O(7,10)@M8
  J8: O(8,1)@M6 O(8,2)@M1 O(8,3)@M4 O(8,4)@M6 O(8,5)@M1 O(8,6)@M1 O(8,7)@M3 O(8,8)@M2 O(8,9)@M4 O(8,10)@M5
  J9: O(9,1)@M1 O(9,2)@M2 O(9,3)@M3 O(9,4)@M8 O(9,5)@M6 O(9,6)@M4 O(9,7)@M5 O(9,8)@M2 O(9,9)@M6 O(9,10)@M7
  J10: O(10,1)@M1 O(10,2)@M6 O(10,3)@M8 O(10,4)@M3 O(10,5)@M1 O(10,6)@M4 O(10,7)@M6 O(10,8)@M6 O(10,9)@M8 O(10,10)@M2
  J11: O(11,1)@M2 O(11,2)@M7 O(11,3)@M8 O(11,4)@M4 O(11,5)@M5 O(11,6)@M1 O(11,7)@M5 O(11,8)@M4 O(11,9)@M3 O(11,10)@M2
  J12: O(12,1)@M8 O(12,2)@M8 O(12,3)@M7 O(12,4)@M1 O(12,5)@M4 O(12,6)@M7 O(12,7)@M5 O(12,8)@M3 O(12,9)@M5 O(12,10)@M4
  J13: O(13,1)@M1 O(13,2)@M5 O(13,3)@M4 O(13,4)@M3 O(13,5)@M7 O(13,6)@M6 O(13,7)@M4 O(13,8)@M6 O(13,9)@M5 O(13,10)@M8
  J14: O(14,1)@M8 O(14,2)@M8 O(14,3)@M4 O(14,4)@M3 O(14,5)@M6 O(14,6)@M4 O(14,7)@M7 O(14,8)@M5 O(14,9)@M1 O(14,10)@M1
  J15: O(15,1)@M3 O(15,2)@M6 O(15,3)@M7 O(15,4)@M7 O(15,5)@M8 O(15,6)@M1 O(15,7)@M1 O(15,8)@M4 O(15,9)@M4 O(15,10)@M3

CRITICAL-PATH BEST-RESPONSE ITERATIONS (one row per accepted move)
Each row: the makespan-critical player re-routes or re-sequences a
critical operation, lowering the makespan.
-----------------------------------------------------------------
Iter   Run  Job   Action (critical-path deviation)               Cmax_old Cmax_new       SumC
-----------------------------------------------------------------------------------------------------
1      0    J4    mutual reroute O(4,8)->M6, O(6,4)->M7               351      320       3724
2      0    J10   mutual reroute O(10,7)->M5, O(13,8)->M3             320      303       3680
3      0    J5    mutual reroute O(5,2)->M7, O(14,1)->M8              303      296       3506
4      0    J15   mutual reroute O(15,7)->M4, O(8,6)->M4              296      291       3439
5      0    J7    mutual reroute O(7,6)->M7, O(8,7)->M2               291      290       3386
6      0    J14   mutual reroute O(14,6)->M3, O(15,7)->M4             290      283       3367
7      0    J13   mutual reroute O(13,8)->M3, O(15,10)->M7            283      276       3302
8      0    J3    mutual reroute O(3,7)->M3, O(11,9)->M8              276      274       3296
9      0    J13   mutual reroute O(13,8)->M2, O(3,7)->M3              274      271       3290
10     0    J10   mutual reroute O(10,5)->M1, O(2,9)->M8              271      271       3256
11     0    J4    reroute O(4,10): M5 -> M6                           271      270       3253
12     0    J10   mutual reroute O(10,10)->M5, O(11,10)->M3           270      268       3246
13     0    J9    reroute O(9,9): M6 -> M3                            268      268       3211
14     0    J9    mutual reroute O(9,6)->M8, O(15,8)->M5              268      268       3191
15     0    J15   swap O(15,1) ahead of O(1,2) on M3                  268      268       3189
16     0    J13   move O(13,7) to dispatch slot 112 (was 96)          268      268       3181
17     0    J3    mutual reroute O(3,3)->M3, O(10,4)->M4              268      268       3177
18     0    J3    reroute O(3,5): M4 -> M8                            268      260       3207
19     0    J14   mutual reroute O(14,10)->M1, O(8,5)->M3             306      269       3334
20     0    J6    mutual reroute O(6,9)->M6, O(8,6)->M8               269      262       3351
21     0    J4    mutual reroute O(4,9)->M1, O(13,10)->M8             262      260       3340
22     0    J14   mutual reroute O(14,4)->M3, O(5,9)->M5              260      258       3292
23     0    J5    move O(5,6) to dispatch slot 53 (was 42)            258      257       3308
24     0    J12   mutual reroute O(12,8)->M5, O(8,5)->M2              257      255       3245
25     0    J14   mutual reroute O(14,4)->M5, O(5,6)->M2              321      291       3415
26     0    J14   mutual reroute O(14,2)->M4, O(10,3)->M4             291      266       3429
27     0    J7    mutual reroute O(7,10)->M6, O(13,10)->M8            266      265       3392
28     0    J2    mutual reroute O(2,8)->M3, O(3,7)->M2               265      257       3383
29     0    J13   swap O(13,5) ahead of O(7,5) on M7                  257      257       3351
30     0    J7    mutual reroute O(7,6)->M2, O(3,6)->M7               257      256       3309
31     0    J2    mutual reroute O(2,8)->M5, O(9,9)->M2               256      256       3269
32     0    J3    mutual reroute O(3,8)->M5, O(11,7)->M3              256      254       3261
33     0    J11   reroute O(11,8): M8 -> M5                           254      252       3252
34     0    J7    mutual reroute O(7,5)->M6, O(3,6)->M6               252      252       3229
35     0    J1    mutual reroute O(1,9)->M8, O(8,10)->M3              252      252       3178
36     0    J1    swap O(1,8) ahead of O(14,10) on M1                 252      252       3175
37     0    J12   mutual reroute O(12,6)->M8, O(2,6)->M7              286      259       3250
38     0    J9    mutual reroute O(9,5)->M6, O(3,4)->M5               259      256       3220
39     0    J10   swap O(10,1) ahead of O(9,1) on M1                  256      256       3208
40     0    J2    mutual reroute O(2,3)->M4, O(8,3)->M8               256      256       3186
41     0    J1    mutual reroute O(1,2)->M3, O(12,3)->M6              322      275       3285
42     0    J13   mutual reroute O(13,8)->M4, O(3,7)->M3              275      266       3224
43     0    J7    mutual reroute O(7,9)->M4, O(3,10)->M2              266      266       3205
44     0    J14   mutual reroute O(14,1)->M7, O(5,2)->M8              266      263       3162
45     0    J10   swap O(10,1) ahead of O(2,2) on M1                  263      260       3111
46     0    J4    mutual reroute O(4,5)->M6, O(1,10)->M8              260      258       3101
47     0    J13   move O(13,4) to dispatch slot 48 (was 59)           258      257       3097
48     0    J11   swap O(11,6) ahead of O(3,9) on M1                  272      252       3112
49     0    J5    mutual reroute O(5,2)->M7, O(12,2)->M4              252      249       3064
50     0    J14   mutual reroute O(14,10)->M1, O(10,5)->M8            249      243       2992
51     0    J13   swap O(13,5) ahead of O(14,7) on M7                 243      241       2993
52     0    J3    mutual reroute O(3,4)->M5, O(13,6)->M7              241      241       2923
53     0    J5    mutual reroute O(5,3)->M5, O(4,2)->M3               241      239       2907
54     0    J8    mutual reroute O(8,2)->M1, O(4,4)->M4               239      239       2891
55     0    J13   swap O(13,4) ahead of O(14,6) on M3                 239      238       2888
56     0    J8    mutual reroute O(8,3)->M5, O(2,5)->M4               238      237       2908
57     0    J10   mutual reroute O(10,7)->M6, O(2,8)->M7              237      234       2866
58     0    J15   mutual reroute O(15,5)->M7, O(9,4)->M6              234      234       2850
59     0    J13   mutual reroute O(13,5)->M7, O(14,7)->M6             234      233       2841
60     0    J8    mutual reroute O(8,8)->M2, O(3,7)->M3               233      232       2830
61     0    J9    mutual reroute O(9,7)->M5, O(12,9)->M8              232      232       2818
62     0    J4    mutual reroute O(4,3)->M3, O(7,1)->M5               256      234       2908
63     0    J13   mutual reroute O(13,4)->M3, O(14,6)->M4             234      232       2896
64     0    J15   mutual reroute O(15,6)->M1, O(14,9)->M4             232      231       2887
65     0    J1    swap O(1,8) ahead of O(14,10) on M1                 231      225       2865
66     0    J2    mutual reroute O(2,10)->M6, O(6,8)->M8              225      223       2847
67     0    J10   swap O(10,1) ahead of O(9,1) on M1                  223      223       2826
68     0    J2    move O(2,2) to dispatch slot 37 (was 6)             223      222       2894
69     0    J2    swap O(2,2) ahead of O(12,4) on M1                  222      219       2855
